Method,Area
Ilastik,1160
Ilastik,658
Ilastik,856
Ilastik,1311
Ilastik,130
Ilastik,740
Ilastik,693
Ilastik,526
Ilastik,692
Ilastik,887
Ilastik,31
Ilastik,683
Ilastik,212
Ilastik,2274
Ilastik,240
Ilastik,593
Ilastik,13
Ilastik,2144
Ilastik,56
Ilastik,838
Ilastik,1
Ilastik,417
Ilastik,241
Ilastik,736
Ilastik,587
Ilastik,26
Ilastik,60
Ilastik,269
Ilastik,27
Ilastik,743
Ilastik,2778
Ilastik,7
Ilastik,2588
Ilastik,669
Ilastik,2
Ilastik,48
Ilastik,1
Ilastik,2
Ilastik,64
Ilastik,1
Ilastik,4
Connected,151
Connected,205
Connected,181
Connected,351
Connected,30
Connected,250
Connected,295
Connected,177
Connected,478
Connected,120
Connected,121
Connected,43
Connected,757
Connected,211
Connected,216
Connected,132
Connected,287
Connected,125
Connected,156
Connected,113
Connected,299
Connected,316
Connected,337
Connected,309
Connected,150
Connected,108
Connected,167
Connected,90
Connected,29
Connected,159
Connected,137
Connected,230
Connected,248
Connected,218
Connected,187
Connected,188
Connected,284
Connected,103
Connected,72
Connected,72
Connected,102
Connected,179
Connected,419
Connected,156
Connected,562
Connected,154
Connected,468
Connected,82
Connected,11
Connected,409
Connected,50
Connected,411
Connected,392
Connected,283
Connected,123
Connected,212
Connected,195
Connected,595
Connected,193
Connected,154
Connected,100
Connected,38
Connected,65
Connected,237
Connected,457
Connected,318
Connected,528
Connected,15
Connected,93
Connected,311
Connected,28
Connected,146
Connected,428
Connected,69
Connected,518
Connected,85
Connected,164
Connected,262
Connected,244
Connected,159
Connected,158
Connected,218
Connected,190
Connected,154
Connected,15
Connected,578
Connected,261
Connected,164
Connected,198
Connected,75
Connected,199
Connected,1026
Connected,67
Connected,321
Connected,171
Connected,175
Connected,34
Connected,442
Connected,168
Connected,327
Connected,32
Connected,472
Connected,84
Connected,174
Connected,335
Connected,225
Connected,255
Connected,168
Connected,86
Connected,14
Connected,219
Connected,318
Connected,135
Connected,108
Connected,72
Connected,231
Connected,103
Connected,476
Connected,354
Connected,293
Connected,39
Connected,309
Connected,147
Connected,47
Connected,71
Connected,101
Connected,701
Connected,114
Connected,262
Connected,126
Connected,107
Connected,229
Connected,164
Connected,128
Connected,243
Connected,84
Connected,2297
Connected,728
Connected,222
Connected,1008
Connected,507
Connected,326
Connected,58
Connected,500
Connected,807
Connected,79
Connected,640
Connected,509
Connected,12
Connected,203
Connected,1995
Connected,363
Connected,110
Connected,151
Connected,60
Connected,199
Connected,686
Connected,139
Connected,866
Connected,987
Connected,570
Connected,47
Connected,91
Connected,145
Connected,672
Connected,280
Connected,160
Connected,52
Connected,543
Connected,11
Connected,792
Connected,451
Connected,464
Connected,388
Connected,717
Connected,561
Connected,310
Connected,848
Connected,356
Connected,339
Connected,478
Connected,603
Connected,1094
Connected,529
Connected,739
Connected,3463
Connected,838
Connected,702
Connected,507
Connected,496
Connected,639
Connected,224
Connected,396
Connected,540
Connected,1610
Connected,645
Connected,293
Connected,1089
Connected,898
Connected,1758
Connected,277
Connected,868
Connected,932
Connected,926
Connected,866
Connected,1117
Connected,938
Connected,1020
Connected,411
Connected,50
Connected,2992
Connected,364
Connected,874
Connected,19
Connected,2807
Connected,190
Connected,1103
Connected,748
Connected,1102
Connected,799
Connected,471
Connected,572
Connected,238
Connected,1077
Connected,73
Connected,1093
Connected,3438
Connected,35
Connected,3217
Connected,1058
Connected,65
Connected,119
Connected,65
